12,10,2015,14311,
12,11,2015,14677,
12,12,2015,9447,
12,13,2015,9822,
12,14,2015,13554,
12,15,2015,16910,
12,16,2015,13577,
12,17,2015,12995,
12,18,2015,12852,
12,19,2015,11923,
12,20,2015,10976,
12,21,2015,11354,
12,22,2015,10637,
12,23,2015,7840,
12,24,2015,6234,
12,25,2015,6224,
12,26,2015,4893,
12,27,2015,5134,
12,28,2015,6308,
12,29,2015,7621,
12,30,2015,8484,
12,31,2015,7095,
1,1,2016,6496,
1,2,2016,9543,
1,3,2016,7042,
1,4,2016,7956,
1,5,2016,11174,
1,6,2016,10552,
1,7,2016,9407,
1,8,2016,10467,
1,9,2016,7200,
1,10,2016,7726,
1,11,2016,9472,
1,12,2016,8813,
1,13,2016,8598,
1,14,2016,11467,
1,15,2016,9558,
1,16,2016,7084,
1,17,2016,8034,
1,18,2016,8963,
1,19,2016,8887,
1,20,2016,10167,
1,21,2016,8232,
1,22,2016,13039,
1,23,2016,9615,
1,24,2016,13828,
1,25,2016,13285,
1,26,2016,15672,
1,27,2016,15564,
1,28,2016,12258,
1,29,2016,11305,
1,30,2016,11409,
1,31,2016,9716,
2,1,2016,9819,
2,2,2016,12620,
2,3,2016,10990,
2,4,2016,4014,
2,5,2016,10398,
2,6,2016,8329,
2,7,2016,8977,
2,8,2016,10306,
2,9,2016,9974,
2,10,2016,9544,
2,11,2016,9913,
2,12,2016,9020,
2,13,2016,6915,
2,14,2016,8412,
2,15,2016,6384,
2,16,2016,15572,
2,17,2016,12755,
2,18,2016,11850,
2,19,2016,10182,
2,20,2016,8545,
2,21,2016,8221,
2,22,2016,10980,
2,23,2016,9910,
2,24,2016,11681,
2,25,2016,11559,
2,26,2016,9665,
2,27,2016,7861,
2,28,2016,6995,
2,29,2016,9009,
3,1,2016,11077,
3,2,2016,9929,
3,3,2016,8715,
3,4,2016,9079,
3,5,2016,10000,
3,6,2016,7669,
3,7,2016,9772,
3,8,2016,14354,
3,9,2016,8903,
3,10,2016,9857,
3,11,2016,9864,
3,12,2016,8267,
3,13,2016,8286,
3,14,2016,9543,
3,15,2016,10370,
3,16,2016,9075,
3,17,2016,10754,
3,18,2016,7803,
4,3,2016,22031,
4,4,2016,22860,
4,5,2016,23638,
4,6,2016,14729,
4,7,2016,16917,
4,8,2016,15203,
4,9,2016,9067,
4,10,2016,7427,
4,11,2016,7881,
4,12,2016,11465,
4,13,2016,18997,
4,14,2016,12932,
4,15,2016,20624,
4,16,2016,15349,
4,17,2016,12880,
4,18,2016,15591,
4,19,2016,14695,
4,20,2016,16031,
4,21,2016,14319,
